word,normalized_word,frequency
सुरिक्षत,सुरक्षित,4
नीचा,नीचा,4
मुद्राओं,मुद्राओं,4
श्रोताओं,श्रोताओं,4
पाठ्यचर््या,पाठ्यक्रम,4
रणाम,परिणाम,4
किठनाइयों,कठिनाइयों,4
पीढ़ी,पीढ़ी,4
आययोजित,आयोजित,4
झोंके,झोंके,4
श्दों,शब्दों,4
सूँघकर,सूँघकर,4
खटकता,खटकता,4
बेध,बेध,4
उँगिलयाँ,उंगलियाँ,4
झाँकी,झांकी,4
खोलो,खोलो,4
हटटा,हट्टा,4
कहेगा,कहेगा,4
क्षति,क्षति,4
राज्यों,राज्यों,4
कसम,कसम,4
अहा,अहा,4
चाहो,चाहो,4
चयर्,चर्च,4
मोहित,मोहित,4
दोषी,दोषी,4
जीने,जीने,4
राखि,राखी,4
वभाव,स्वभाव,4
हलका,हलका,4
संरक्षितत,संरक्षित,4
एवजी,अवजी,4
रट,रट,4
नंगे,नंगे,4
पढ़ातते,पढ़ाते,4
जुड़कर,जुड़कर,4
सुगम,सुगम,4
जिंदगी,ज़िंदगी,4
मुद्ा,मुद्दा,4
उत्साहित,उत्साहित,4
सुध,सुध,4
शत,शर्त,4
स्रोततों,स्रोतों,4
आलोचना,आलोचना,4
निंदक,निंदक,4
काके,काके,4
संयोजितत,संयोजित,4
स्वागतत,स्वागत,4
समर्पितत,समर्पित,4
वीक्षण,वीक्षण,4
मेंढकोंों,मेंढकों,4
जापानी,जापानी,4
नामोंों,नामों,4
कौशिक,कौशिक,4
कच्छ,कच्छ,4
भया,भैया,4
कबिरा,कबीर,4
रुचिपूर्ण,रुचिपूर्ण,4
छवाय,छवियाँ,4
औरन,औरंग,4
प्राि,प्रति,4
गोंड,गोंड,4
खत््म,खत्म,4
हलवाई,हलवाई,4
आवाज़ें,आवाज़ें,4
देबरॉॉय,देबरॉय,4
यूनिवर्सिटी,यूनिवर्सिटी,4
प्रिंसटन,प्रिंसटन,4
धपति,धनपति,4
कुलाि,कुलाँ,4
बनातती,बनाती,4
परिस््थथितियाँ,परिस्थितियाँ,4
बील,बिल,4
पदक,पदक,4
पैरालंपिक,पैरालंपिक,4
दैनंदि,दैनंदिन,4
कार्ययों,कार्यों,4
वर्षषों,वर्षों,4
प्रकाशितत,प्रकाशित,4
एकलव्,एकलव्य,4
मलाई,मलाई,4
तालियाँ,तालियाँ,4
छेत्री,क्षेत्रीय,4
पॉॉलिसी,पॉलिसी,4
विजि़टिंग,विज़िटिंग,4
सततत,सतत,4
सेततु,सेतु,4
अमूल्य,अमूल्य,4
लुप्,लुप्त,4
अरूप,अरूप,4
वनय,विनय,4
बागानों,बागानों,4
नेपथ्य,नेपथ्य,4
कावेरी,कावेरी,4
बेला,बेला,4
चूर,चूर,4
अवि,अवनि,4
खींची,खींची,4
प्रश््,प्रश्न,4
अनोखा,अनोखा,4
उच्चततर,उच्चतर,4
साकेत,साकेत,4
पोस््टर,पोस्टर,4
ठठ,ठठ,4
अप्ैल,अप्रैल,4
संस्करण,संस्करण,4
बुआ,बुआ,4
लकड़़ी,लकड़ी,4
छाल,छाल,4
स््ननेह,स्नेह,4
मरे,मरे,4
थकी,थकी,4
मततीन,मतिदान,4
घरवाली,घरवाली,4
रामनरेश,रामनरेश,4
डरपोक,डरपोक,4
कायर,कायर,4
प्रसन््नता,प्रसन्नता,4
स््ववागत,स्वागत,4
प्रदर््शित,प्रदर्शित,4
काल््पनिक,काल्पनिक,4
अतुल,अतुल,4
अभिनव,अभिनव,4
त््री्रीय,स्त्री,4
राजनीतिक,राजनीतिक,4
अक्ल,अक्ल,4
अंततः,अंततः,4
स्ममृति,स्मृति,4
कवयित्रीत्री,कवयित्री,4
खलायेगा,खिलाएगा,4
धूलि,धूलि,4
गजानन,गजानन,4
अनुवादक,अनुवादक,4
एंड,एंड,4
खिसका,खिसका,4
महि,मही,4
आखेट,आखेट,4
झगड़ा,झगड़ा,4
उदाहरणण,उदाहरण,4
बचती,बचती,4
तुत,तुत,4
छाती,छाती,4
निम्न,निम्न,4
अयोध्या,अयोध्या,4
उजाला,उजाला,4
जवान,जवान,4
इंचार्ज,इंचार्ज,4
कूँ,कू,4
नियमों,नियमों,4
हेलमेट,हेलमेट,4
दौड़ा,दौड़ा,4
सरपट,सरपट,4
सूचक,सूचक,4
मुर्गा,मुर्गा,4
किनारों,किनारों,4
रागदारी,रागदारी,4
कंपनी,कंपनी,4
ड्रामा,ड्रामा,4
ततार,ततार,4
फेंक,फेंक,4
सँभालने,संभालने,4
उडान,उड़ान,4
शिल््प,शिल्प,4
भगवन,भगवान,4
पर््व,पर्व,4
सौं,सौ,4
प्राचचीन,प्राचीन,4
भूषा,भूषा,4
कामना,कामना,4
देगी,देगी,4
भरोसे,भरोसे,4
प्ायः,प्रायः,4
सिवान,सीवान,4
कौड़िया,कौड़िया,4
अनुभूति,अनुभूति,4
लगना,लगना,4
गड़,गड़,4
पसार,पसार,4
सतय,सत्य,4
जुग,युग,4
आतीं॥,आतीं,4
विस््,विषय,4
कृतियाँ,कृतियाँ,4
स्थाथान,स्थान,4
आध््ययात््ममिक,आध्यात्मिक,4
नोंों,नों,4
म््यूजिक,म्यूजिक,4
आलसी,आलसी,4
बचाते,बचाते,4
प्राणण,प्राण,4
प्रगट,प्रकट,4
समें,समय,4
जहाज,जहाज़,4
बैठती,बैठती,4
फिल््में,फिल्में,4
यूरोप,यूरोप,4
आपदा,आपदा,4
आकांक्ा,आकांक्षा,4
रोमांच,रोमांच,4
एक्सटेंशन,एक्सटेंशन,4
